DateTime,Heavy_Vehicle,Commercial_Vehicle,Light_Vehicle,All_Vehicle,CongestionIndex,CO2Equivalent,AverageVehicleSpeed
2023-04-19 14:00:00,101.1241035788,8.4270086316,0.0,92.6970949472,0.2323409224,0.0081080324,34.26
2023-04-19 15:00:00,101.8047422899,8.4837285242,0.0,93.3210137658,0.2498800241,0.0081626054,67.56
2023-04-19 16:00:00,103.5583302514,8.6298608543,0.0,94.9284693971,0.2874240095,0.0083032064,65.6
2023-04-19 17:00:00,106.765543658,8.8971286382,0.0,97.8684150198,0.3709262431,0.0085603576,61.63
2023-04-19 18:00:00,107.9018709584,8.9918225799,0.0,98.9100483785,0.4140395478,0.0086514672,59.72
2023-04-19 19:00:00,104.3511915867,8.6959326322,0.0,95.6552589545,0.3160760778,0.0083667772,64.22
2023-04-19 20:00:00,99.4409361534,8.2867446794,0.0,91.1541914739,0.1981078278,0.0079730777,70.51
2023-04-19 21:00:00,78.0505528092,6.5042127341,0.0,71.5463400751,0.1290235629,0.0062580175,74.81
2023-04-19 22:00:00,17.8328944371,1.4860745364,0.0,16.3468199006,0.0715736041,0.0014298242,78.8
2023-04-19 23:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-20 00:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-20 01:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-20 02:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-20 03:00:00,0.0,0.0,0.0,0.0,0.0831195485,0.0,19.49
2023-04-20 04:00:00,0.0,0.0,0.0,0.0,0.1058145626,0.0,19.09
2023-04-20 05:00:00,0.0,0.0,0.0,0.0,-0.0180003052,0.0,85.99
2023-04-20 06:00:00,55.0270197161,4.5855849763,0.0,50.4414347398,0.0944211496,0.004412013,77.39
2023-04-20 07:00:00,95.9733907552,7.9977825629,0.0,87.9756081923,0.2412475011,0.0076950533,68.05
2023-04-20 08:00:00,107.0999085905,8.9249923825,0.0,98.174916208,0.416824474,0.0085871667,59.6
2023-04-20 09:00:00,105.1855520444,8.7654626704,0.0,96.4200893741,0.3364677879,0.0084336754,63.25
2023-04-20 10:00:00,102.5673471737,8.5472789311,0.0,94.0200682425,0.2586267999,0.0082237503,67.09
2023-04-20 11:00:00,102.3298435124,8.5274869594,0.0,93.8023565531,0.2642801618,0.0082047075,66.79
2023-04-20 12:00:00,101.930760013,8.4942300011,0.0,93.436530012,0.2528400716,0.0081727093,67.4
2023-04-20 13:00:00,101.4563500932,8.4546958411,0.0,93.0016542521,0.2439599293,0.0081346716,67.88
2023-04-20 14:00:00,101.2501495432,8.4375124619,0.0,92.8126370813,0.2352456741,0.0081181387,68.36
2023-04-20 15:00:00,101.5250741961,8.4604228497,0.0,93.0646513464,0.2439599293,0.0081401819,67.88
2023-04-20 16:00:00,102.2267997202,8.5188999767,0.0,93.7078997435,0.2614534809,0.0081964455,66.94
2023-04-20 17:00:00,102.8119418341,8.5676618195,0.0,94.2442800146,0.2728629308,0.0082433617,66.34
2023-04-20 18:00:00,102.6512423935,8.5542701995,0.0,94.0969721941,0.2728629308,0.0082304769,66.34
2023-04-20 19:00:00,101.137837955,8.4281531629,0.0,92.709684792,0.2382594821,0.0081091336,68.2
2023-04-20 20:00:00,98.9439600322,8.2453300027,0.0,90.6986300295,0.1924559869,0.0079332306,70.82
2023-04-20 21:00:00,78.2127019897,6.5177251658,0.0,71.6949768239,0.1347206882,0.0062710185,74.44
2023-04-20 22:00:00,17.873391404,1.4894492837,0.0,16.3839421204,0.0715736041,0.0014330712,78.8
2023-04-20 23:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-21 00:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-21 01:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-21 02:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-21 03:00:00,0.0,0.0,0.0,0.0,0.0831195485,0.0,19.49
2023-04-21 04:00:00,0.0,0.0,0.0,0.0,0.1058145626,0.0,19.09
2023-04-21 05:00:00,0.0,0.0,0.0,0.0,-0.0093852651,0.0,85.24
2023-04-21 06:00:00,0.0,0.0,0.0,0.0,0.0022146542,0.0,84.27
2023-04-21 07:00:00,75.0603916216,6.2550326351,0.0,68.8053589865,0.1636045926,0.0060182693,72.79
2023-04-21 08:00:00,103.7986499395,8.649887495,0.0,95.1487624446,0.3163631983,0.0083224749,64.15
2023-04-21 09:00:00,101.396987631,8.4497489693,0.0,92.9472386618,0.2612765663,0.008129912,67.06
2023-04-21 10:00:00,97.3181285473,8.1098440456,0.0,89.2082845017,0.1462801031,0.007802873,73.67
2023-04-21 11:00:00,96.6070344997,8.0505862083,0.0,88.5564482914,0.1522925764,0.0077458582,73.28
2023-04-21 12:00:00,96.4443906043,8.0370325504,0.0,88.4073580539,0.1404646137,0.0077328176,74.04
2023-04-21 13:00:00,96.7290174212,8.0607514518,0.0,88.6682659694,0.1522925764,0.0077556387,73.28
2023-04-21 14:00:00,97.3139694079,8.1094974507,0.0,89.2044719572,0.1608680724,0.0078025396,72.74
2023-04-21 15:00:00,97.7000617826,8.1416718152,0.0,89.5583899674,0.1666423671,0.0078334961,72.38
2023-04-21 16:00:00,98.4473449547,8.2039454129,0.0,90.2433995418,0.1810057263,0.0078934125,71.5
2023-04-21 17:00:00,99.4380365162,8.286503043,0.0,91.1515334732,0.2068241839,0.0079728452,69.97
2023-04-21 18:00:00,98.7010382387,8.2250865199,0.0,90.4759517188,0.1895380504,0.0079137534,70.99
2023-04-21 19:00:00,96.621321992,8.0517768327,0.0,88.5695451594,0.1463401917,0.0077470038,73.67
2023-04-21 20:00:00,95.4299202845,7.952493357,0.0,87.4774269274,0.1260383787,0.0076514783,74.99
2023-04-21 21:00:00,76.9346463051,6.4112205254,0.0,70.5234257797,0.1116685306,0.0061685452,75.96
2023-04-21 22:00:00,17.7092907447,1.4757742287,0.0,16.233516516,0.0831195485,0.0014199137,77.96
2023-04-21 23:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-22 00:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-22 01:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-22 02:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-22 03:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-22 04:00:00,0.0,0.0,0.0,0.0,0.1058145626,0.0,19.09
2023-04-22 05:00:00,0.0,0.0,0.0,0.0,0.0252549781,0.0,82.36
2023-04-22 06:00:00,0.0,0.0,0.0,0.0,0.0454570943,0.0,80.79
2023-04-22 07:00:00,78.057858814,6.5048215678,0.0,71.5530372462,0.2297077982,0.0062586033,69.1
2023-04-22 08:00:00,105.1119086744,8.7593257229,0.0,96.3525829515,0.379578759,0.0084277708,61.26
2023-04-22 09:00:00,98.4856105943,8.2071342162,0.0,90.2784763781,0.1750991755,0.0078964806,71.97
2023-04-22 10:00:00,24.0404677089,2.0033723091,0.0,22.0370953998,0.0972156935,0.0019275414,76.96
2023-04-22 11:00:00,17.6667685657,1.4722307138,0.0,16.1945378519,0.0943494038,0.0014165043,77.16
2023-04-22 12:00:00,76.683563655,6.3902969713,0.0,70.2932666838,0.1058145626,0.0061484137,76.36
2023-04-22 13:00:00,94.7755540112,7.8979628343,0.0,86.8775911769,0.1175224987,0.0075990119,75.56
2023-04-22 14:00:00,95.0246114492,7.9187176208,0.0,87.1058938284,0.1175224987,0.0076189811,75.56
2023-04-22 15:00:00,95.4295811188,7.9524650932,0.0,87.4771160256,0.1288770053,0.0076514511,74.8
2023-04-22 16:00:00,96.0380865758,8.0031738813,0.0,88.0349126945,0.1375677116,0.0077002405,74.23
2023-04-22 17:00:00,96.6883564474,8.0573630373,0.0,88.6309934101,0.1493355857,0.0077523785,73.47
2023-04-22 18:00:00,96.4850515781,8.0404209648,0.0,88.4446306133,0.1463785951,0.0077360777,73.66
2023-04-22 19:00:00,95.5110893771,7.9592574481,0.0,87.5518319291,0.1289352808,0.0076579864,74.8
2023-04-22 20:00:00,94.8565479451,7.9047123288,0.0,86.9518356163,0.1175224987,0.0076055059,75.56
2023-04-22 21:00:00,76.683563655,6.3902969713,0.0,70.2932666838,0.1058145626,0.0061484137,76.36
2023-04-22 22:00:00,17.6667685657,1.4722307138,0.0,16.1945378519,0.0943494038,0.0014165043,77.16
2023-04-22 23:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-23 00:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-23 01:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-23 02:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-23 03:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-23 04:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-23 05:00:00,0.0,0.0,0.0,0.0,0.0597389558,0.0,79.68
2023-04-23 06:00:00,35.5825945694,2.9652162141,0.0,32.6173783553,0.0713224956,0.0028529779,78.85
2023-04-23 07:00:00,90.8284595127,7.5690382927,0.0,83.25942122,0.2612867073,0.0072825377,67.32
2023-04-23 08:00:00,105.1510639,8.7625886583,0.0,96.3884752417,0.391127621,0.0084309102,60.77
2023-04-23 09:00:00,79.896843682,6.6580703068,0.0,73.2387733752,0.1434250031,0.0064060513,73.92
2023-04-23 10:00:00,17.8735554109,1.4894629509,0.0,16.38409246,0.0715014281,0.0014330843,78.81
2023-04-23 11:00:00,0.0,0.0,0.0,0.0,0.0715736041,0.0,78.8
2023-04-23 12:00:00,0.0,0.0,0.0,0.0,0.0715736041,0.0,78.8
2023-04-23 13:00:00,0.0,0.0,0.0,0.0,0.0831195485,0.0,77.96
2023-04-23 14:00:00,17.6667685657,1.4722307138,0.0,16.1945378519,0.0943494038,0.0014165043,77.16
2023-04-23 15:00:00,76.683563655,6.3902969713,0.0,70.2932666838,0.1058145626,0.0061484137,76.36
2023-04-23 16:00:00,95.0185358129,7.9182113177,0.0,87.1003244952,0.1203611253,0.0076184939,75.37
2023-04-23 17:00:00,95.5918317248,7.9659859771,0.0,87.6258457477,0.1288770053,0.0076644602,74.8
2023-04-23 18:00:00,95.5919193042,7.9659932753,0.0,87.6259260288,0.1346708095,0.0076644673,74.42
2023-04-23 19:00:00,94.6824963841,7.890208032,0.0,86.7922883521,0.1116685306,0.0075915506,75.96
2023-04-23 20:00:00,76.598519297,6.3832099414,0.0,70.2153093555,0.1029482729,0.0061415949,76.56
2023-04-23 21:00:00,35.3335371313,2.9444614276,0.0,32.3890757037,0.1000819832,0.0028330087,76.76
2023-04-23 22:00:00,5.8889228552,0.4907435713,0.0,5.398179284,0.0943494038,0.0004721681,77.16
2023-04-23 23:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-24 00:00:00,0.0,0.0,0.0,0.0,0.0943494038,0.0,19.29
2023-04-24 01:00:00,0.0,0.0,0.0,0.0,0.0597389558,0.0,19.92
2023-04-24 02:00:00,0.0,0.0,0.0,0.0,0.0368369352,0.0,20.36
2023-04-24 03:00:00,0.0,0.0,0.0,0.0,0.0252549781,0.0,20.59
2023-04-24 04:00:00,0.0,0.0,0.0,0.0,0.0831195485,0.0,19.49
2023-04-24 05:00:00,0.0,0.0,0.0,0.0,-0.0320953691,0.0,87.24
2023-04-24 06:00:00,0.0,0.0,0.0,0.0,-0.0149946126,0.0,85.74
2023-04-24 07:00:00,75.3882584256,6.2823548688,0.0,69.1059035568,0.1693038588,0.0060445573,72.49
2023-04-24 08:00:00,104.668371041,8.7223642534,0.0,95.9460067875,0.3332340313,0.0083922083,63.35
2023-04-24 09:00:00,102.4733675632,8.5394472969,0.0,93.9339202663,0.2874873345,0.0082162151,65.73
2023-04-24 10:00:00,98.6467792882,8.2205649407,0.0,90.4262143475,0.1694503527,0.007909403,72.21
2023-04-24 11:00:00,98.4451647041,8.2037637253,0.0,90.2414009787,0.1866216976,0.0078932377,71.16
2023-04-24 12:00:00,98.6705967674,8.2225497306,0.0,90.4480470368,0.1866216976,0.0079113126,71.16
2023-04-24 13:00:00,98.6705967674,8.2225497306,0.0,90.4480470368,0.1866216976,0.0079113126,71.16
2023-04-24 14:00:00,99.1090575974,8.2590881331,0.0,90.8499694643,0.1952082053,0.007946468,70.65
